Geneid,GSM5290389_Snr1KD_RNA-seq_Ov_rep1,GSM5290390_Snr1KD_RNA-seq_Ov_rep2,GSM5290391_mod_mdg4KD_RNA-seq_Ov_rep1,GSM5290392_mod_mdg4KD_RNA-seq_Ov_rep2
FBgn0013681,12162,8276,25451,20965
FBgn0013689,27,18,498,551
FBgn0013704,189,15,156,216
FBgn0013701,0,0,0,0
FBgn0013705,3,0,0,1
FBgn0013692,0,0,0,0
FBgn0013693,0,0,0,1
FBgn0013684,41227,26841,140931,144425
FBgn0013695,0,1,0,0
FBgn0013683,137,21,136,110
FBgn0013707,2,0,1,0
FBgn0013702,1,0,23,5
FBgn0013685,157,237,651,357
FBgn0013678,151586,125215,486937,439485
FBgn0013706,0,0,0,0
FBgn0013679,25758,21246,134120,115853
FBgn0013698,27,33,25,19
FBgn0013686,2474884,3518375,7929991,6334150
FBgn0013708,0,4,3,3
FBgn0013688,1059,585,3896,7563
FBgn0041004,0,6,0,2
FBgn0058191,9717,15202,15583,13910
FBgn0040011,19334,28789,25196,24830
FBgn0040009,0,1,1,1
FBgn0039958,9122,13072,14258,13288
FBgn0040038,0,0,0,0
FBgn0058006,1791,2383,3023,3203
FBgn0000384,4509,6506,9129,8469
FBgn0058005,8,10,19,17
FBgn0039966,2010,1627,3303,2794
FBgn0025837,66,83,35,36
FBgn0025836,7902,9859,10082,10636
FBgn0025835,8,10,3,5
FBgn0003559,2633,3159,4125,4115
FBgn0040514,465,450,1645,1748
FBgn0039943,5710,6423,7390,7018
FBgn0039942,7965,10327,8906,8151
FBgn0039941,42,48,385,335
FBgn0040031,0,0,35,46
FBgn0039965,6442,8165,9625,8524
FBgn0063670,2553,4331,8490,5750
FBgn0028697,107556,157959,204781,166898
FBgn0058002,446,619,507,358
FBgn0037549,9424,11236,11376,11624
FBgn0040022,8834,13410,13750,14639
FBgn0058160,2539,3864,5494,5139
FBgn0040056,9482,14922,18449,17014
FBgn0039955,20023,29326,25467,24961
FBgn0040045,49,42,40,27
FBgn0058198,0,0,0,1
FBgn0039959,21243,33021,42222,45587
FBgn0058298,11,21,97,151
FBgn0083936,0,0,1,1
FBgn0083992,3,2,1,0
FBgn0260451,0,0,0,0
FBgn0034389,6060,7189,6270,6194
FBgn0083938,0,0,0,0
FBgn0083940,860,941,980,1026
FBgn0083941,0,0,0,0
FBgn0083942,0,0,0,0
FBgn0083943,4,0,0,0
FBgn0083945,0,0,0,0
FBgn0083946,0,0,0,0
FBgn0083949,1,0,1,0
FBgn0083950,0,0,0,0
FBgn0083951,11,25,32,56
FBgn0083952,197,228,387,335
FBgn0083953,1388,1254,2251,1653
FBgn0083956,231,228,1997,2039
FBgn0083960,10,5,27,28
FBgn0083961,1069,644,3433,2740
FBgn0083962,6950,7751,8195,8211
FBgn0083963,0,0,0,0
FBgn0083965,0,0,0,0
FBgn0083966,0,0,0,0
FBgn0083967,0,0,0,0
FBgn0083968,5143,7968,8237,6370
FBgn0083969,8500,9850,7776,7500
FBgn0083970,221,209,246,218
FBgn0083971,0,0,0,0
FBgn0083972,1,4,8,5
FBgn0083973,8,4,3,9
FBgn0083974,0,0,0,0
FBgn0083975,2,0,1,0
FBgn0083976,0,0,0,0
FBgn0083977,770,470,743,652
FBgn0083978,38,38,185,197
FBgn0083979,0,0,0,0
FBgn0083981,3,6,13,6
FBgn0083983,883,1020,1395,830
FBgn0083984,860,1427,1701,1367
FBgn0083985,779,852,1007,909
FBgn0083986,482,591,673,525
FBgn0083987,108,47,256,156
FBgn0083988,15,11,23,29
FBgn0083989,4,10,13,13
FBgn0083990,8,16,143,87
FBgn0083991,0,0,3,1
FBgn0026401,20808,31383,39346,40992
FBgn0002566,5688,9319,10278,10227
FBgn0016976,0,0,0,0
FBgn0016975,0,0,0,0
FBgn0003256,5495,8985,15456,13293
FBgn0032997,5443,8399,9073,9139
FBgn0039979,4,0,1,2
FBgn0040759,1,0,0,0
FBgn0052218,275,391,275,308
FBgn0033000,5604,8319,18336,14895
FBgn0064225,195111,275701,345696,291722
FBgn0051144,47,79,14,5
FBgn0040007,38837,64855,130517,85161
FBgn0010247,7378,11724,23678,22150
FBgn0020908,69,94,965,913
FBgn0011288,4,8,10,8
FBgn0084001,0,0,0,0
FBgn0046692,8327,12791,23009,20619
FBgn0084017,0,0,0,0
FBgn0039994,13836,20979,23832,22270
FBgn0084008,0,1,1,0
FBgn0044510,5203,8019,12764,10781
FBgn0058439,0,0,1,0
FBgn0044872,1,6,0,1
FBgn0083994,0,0,0,0
FBgn0040005,7375,11364,16385,15685
FBgn0069973,2,3,3,7
FBgn0084049,3,1,2,1
FBgn0058053,0,0,0,0
FBgn0069938,3,0,0,1
FBgn0058470,8,25,183,172
FBgn0040010,8122,10779,16103,14936
FBgn0058045,14766,20675,45005,37239
FBgn0082968,1,0,1,2
FBgn0039987,1,2,0,0
FBgn0083048,31,22,48,52
FBgn0082999,32,38,116,109
FBgn0083121,95,143,178,167
FBgn0082924,0,0,0,0
FBgn0082966,23,28,65,71
FBgn0083018,0,5,1,4
FBgn0083036,1,2,3,10
FBgn0039946,947,1017,1277,1201
FBgn0083010,9,10,26,19
FBgn0082927,13,13,31,49
FBgn0040799,2,0,0,0
FBgn0082944,18,19,44,46
FBgn0082970,1,0,1,1
FBgn0083034,0,0,6,1
FBgn0082997,13,14,34,35
FBgn0083009,9,8,10,20
FBgn0082974,16,17,24,38
FBgn0082933,0,0,0,0
FBgn0083015,69,93,161,184
FBgn0083124,3626,6954,5177,4690
FBgn0082960,0,5,6,5
FBgn0082990,0,0,0,0
FBgn0058182,1,3,0,0
FBgn0082936,0,0,0,0
FBgn0083041,4,7,14,29
FBgn0083031,1,1,8,8
FBgn0082967,15,25,32,31
FBgn0083022,23,13,6,6
FBgn0082961,34,55,71,57
FBgn0082987,18,11,20,15
FBgn0046706,6796,11309,21316,19396
FBgn0083017,1,2,0,0
FBgn0082947,22,15,113,116
FBgn0039944,130,195,80,86
FBgn0083123,1534,2634,5370,4883
FBgn0001313,0,0,0,0
FBgn0083057,7,10,6,11
FBgn0037997,3,2,0,0
FBgn0083003,12,26,59,63
FBgn0039977,6384,10888,14688,13872
FBgn0082963,2,1,0,10
FBgn0083053,3,8,3,6
FBgn0082931,20,36,93,97
FBgn0082943,17,21,44,58
FBgn0058354,624,764,1068,1003
FBgn0083040,14,17,44,40
FBgn0082949,24,37,128,109
FBgn0082928,12,24,40,40
FBgn0046323,0,0,0,0
FBgn0082973,2,2,2,3
FBgn0051514,2,2,4,0
FBgn0083045,4,6,1,1
FBgn0058461,7,9,10,5
FBgn0082923,10,18,26,36
FBgn0058469,568,1003,377,212
FBgn0082994,12,8,9,13
FBgn0083029,6,5,10,9
FBgn0082951,3,9,5,9
FBgn0082979,22,37,41,56
FBgn0082969,1,2,9,3
FBgn0058068,0,0,0,1
FBgn0039945,0,0,0,0
FBgn0082932,0,0,0,0
FBgn0040682,2,2,2,3
FBgn0082976,5,7,4,10
FBgn0082978,15,48,75,64
FBgn0028993,230,365,2444,1960
FBgn0082926,18,6,51,82
FBgn0024804,5168,8012,12828,12461
FBgn0083001,16,21,29,14
FBgn0027341,66,108,55,66
FBgn0063368,1,3,0,2
FBgn0069923,2322,3334,6143,3669
FBgn0083014,4,4,1,2
FBgn0082940,1,5,8,9
FBgn0083016,3,4,3,6
FBgn0058064,0,0,0,0
FBgn0032914,2,2,4,7
FBgn0083008,1,7,6,5
FBgn0083044,10,15,9,10
FBgn0058178,1717,2622,10396,8940
FBgn0083050,24,35,62,46
FBgn0083033,0,2,1,6
FBgn0083039,8,22,22,10
FBgn0082988,22,28,36,47
FBgn0082975,9,5,7,16
FBgn0083032,1,6,3,0
FBgn0082919,46,33,150,161
FBgn0083012,9,11,12,12
FBgn0260469,78,108,74,85
FBgn0083055,7,26,25,32
FBgn0083046,3,3,0,2
FBgn0082989,16,15,21,26
FBgn0082929,15,21,77,79
FBgn0082972,3,8,1,1
FBgn0082937,8,6,32,14
FBgn0082941,12,16,37,48
FBgn0082983,20,18,16,28
FBgn0082950,0,0,17,13
FBgn0083000,21,30,61,68
FBgn0040020,5863,8746,12562,10043
FBgn0083013,10,26,18,20
FBgn0040531,1,0,0,3
FBgn0083028,0,0,0,0
FBgn0082995,8,6,12,18
FBgn0083023,1,1,4,2
FBgn0082946,12,14,33,22
FBgn0058263,2836,3996,12223,10794
FBgn0083120,557,909,978,761
FBgn0083026,1,4,2,3
FBgn0082922,14,11,4,21
FBgn0082981,14,16,9,17
FBgn0083058,9,3,1,20
FBgn0082939,9,12,37,42
FBgn0083004,14,29,64,56
FBgn0046698,0,0,0,0
FBgn0040565,0,0,0,0
FBgn0063298,16,15,1,2
FBgn0058441,0,0,0,0
FBgn0040973,0,1,2,1
FBgn0082957,9,2,8,11
FBgn0083011,5,18,26,27
FBgn0083020,2,2,4,5
FBgn0082958,3,3,11,10
FBgn0082938,0,0,0,0
FBgn0039993,7226,11167,15089,14253
FBgn0083049,20,23,42,51
FBgn0033145,0,0,0,0
FBgn0082934,0,0,0,0
FBgn0083042,4,13,23,22
FBgn0082952,3,7,22,25
FBgn0083037,1,3,3,0
FBgn0082993,0,0,0,0
FBgn0082953,36,82,123,106
FBgn0082986,21,19,29,38
FBgn0082971,13,4,6,10
FBgn0032631,0,0,0,0
FBgn0046697,0,0,0,0
FBgn0082945,10,18,60,45
FBgn0082948,10,15,57,103
FBgn0082930,26,5,60,64
FBgn0082925,28,33,138,142
FBgn0083027,231,364,365,353
FBgn0082942,31,36,115,148
FBgn0083025,1,6,3,3
FBgn0083005,11,29,33,31
FBgn0061188,0,0,0,0
FBgn0083035,0,5,5,6
FBgn0082935,0,0,0,0
FBgn0083054,6,13,3,5
FBgn0083006,22,19,44,35
FBgn0082998,13,38,48,44
FBgn0083021,5,3,5,9
FBgn0083030,3,2,5,4
FBgn0069969,6,4,232,283
FBgn0083047,13,34,72,65
FBgn0082959,2,3,12,4
FBgn0083007,3,2,2,10
FBgn0082954,13,19,11,21
FBgn0058100,121,138,53,69
FBgn0083038,2,7,7,3
FBgn0020660,0,96,4,0
FBgn0083024,1,0,0,0
FBgn0040001,53,46,210,364
FBgn0082980,42,87,67,52
FBgn0082962,18,27,62,54
FBgn0085188,4416,4596,6293,5270
FBgn0085190,0,0,3,1
FBgn0085191,0,0,0,0
FBgn0085192,1126,1633,3659,2841
FBgn0085193,0,0,0,0
FBgn0085194,0,0,0,0
FBgn0085195,37,23,63,46
FBgn0085196,0,0,0,0
FBgn0085197,2,0,0,0
FBgn0085198,0,0,0,0
FBgn0085199,0,0,0,0
FBgn0085200,0,1,0,0
FBgn0085201,4,6,15,15
FBgn0085202,0,0,0,0
FBgn0085203,851,1303,1433,1219
FBgn0085204,0,0,0,0
FBgn0085205,0,0,0,0
FBgn0085206,0,0,0,0
FBgn0085207,0,0,0,0
FBgn0085208,0,0,0,0
FBgn0085209,1,1,1,1
FBgn0085210,0,0,0,0
FBgn0085211,0,1,0,0
FBgn0085212,1175,1515,2396,1859
FBgn0085213,5,7,12,10
FBgn0085214,0,0,0,0
FBgn0085217,2,2,0,0
FBgn0085218,0,0,0,0
FBgn0085219,0,0,0,0
FBgn0085220,2609,3649,5107,3583
FBgn0085222,0,0,0,0
FBgn0085223,27,20,8,17
FBgn0085224,2321,3069,3842,3141
FBgn0085225,0,0,0,0
FBgn0085227,1,0,0,1
FBgn0085228,2,0,0,0
FBgn0085229,1654,2580,2943,2006
FBgn0085230,0,0,0,0
FBgn0085231,0,0,0,0
FBgn0085232,1,5,8,3
FBgn0085233,0,0,0,0
FBgn0085234,7,7,3,3
FBgn0085235,1,2,3,0
FBgn0085236,21,34,68,80
FBgn0085237,1,4,3,1
FBgn0085239,0,0,0,0
FBgn0085240,0,0,0,0
FBgn0085241,0,0,0,0
FBgn0085242,417,600,843,670
FBgn0085243,12,10,5,6
FBgn0085244,3,0,13,8
FBgn0085245,426,436,1022,963
FBgn0085246,8,10,3,2
FBgn0085248,28,22,22,30
FBgn0085249,111,110,115,139
FBgn0085250,13,7,63,44
FBgn0085252,0,2,0,0
FBgn0085253,0,0,0,1
FBgn0085254,0,0,0,0
FBgn0085256,0,0,0,0
FBgn0085257,737,1013,978,773
FBgn0085259,0,1,0,0
FBgn0085260,799,969,852,813
FBgn0085261,5,5,4,4
FBgn0085263,12,25,16,14
FBgn0085264,0,0,0,0
FBgn0085265,0,0,0,1
FBgn0085267,1,0,0,0
FBgn0085271,517,738,618,325
FBgn0085273,3,8,5,3
FBgn0085274,0,0,0,0
FBgn0085276,0,0,0,0
FBgn0085277,3,2,1,0
FBgn0085279,393,530,430,264
FBgn0085280,1,0,0,0
FBgn0085282,1,0,0,0
FBgn0085283,1,0,0,0
FBgn0085284,524,723,934,696
FBgn0085285,11,5,3,10
FBgn0085287,0,0,0,0
FBgn0085288,0,0,0,0
FBgn0085289,0,0,0,0
FBgn0085290,1908,2626,3498,2987
FBgn0085291,0,0,0,0
FBgn0085292,0,0,0,1
FBgn0085294,1,0,0,0
FBgn0085295,0,0,0,0
FBgn0085296,0,0,4,0
FBgn0085297,0,0,0,0
FBgn0085298,0,0,13,7
FBgn0085300,0,1,1,3
FBgn0085302,0,0,0,0
FBgn0085303,0,0,0,0
FBgn0085305,0,1,0,0
FBgn0085306,0,0,0,0
FBgn0085307,0,0,7,0
FBgn0085308,0,0,0,0
FBgn0085309,0,0,0,0
FBgn0085310,0,1,0,0
FBgn0085311,0,0,0,0
FBgn0085312,0,2,0,1
FBgn0085313,0,0,0,0
FBgn0085314,0,0,0,0
FBgn0085315,0,0,0,0
FBgn0085316,0,0,0,0
FBgn0085317,16,16,19,8
FBgn0085318,0,0,0,0
FBgn0085319,0,1,1,0
FBgn0085320,2,2,0,1
FBgn0085321,2,0,0,0
FBgn0085322,786,1010,1129,883
FBgn0085324,0,0,0,1
FBgn0085325,0,0,0,0
FBgn0085326,0,0,0,0
FBgn0085327,1,0,0,0
FBgn0085328,0,0,0,0
FBgn0085329,0,0,1,0
FBgn0085330,2,5,2,0
FBgn0085331,0,0,1,0
FBgn0085332,0,0,0,0
FBgn0085334,0,0,0,0
FBgn0085336,0,0,1,0
FBgn0085337,15,11,7,15
FBgn0085339,276,318,313,223
FBgn0085340,0,0,1,2
FBgn0085341,0,0,0,0
FBgn0085342,0,0,0,0
FBgn0085343,0,0,0,0
FBgn0085344,0,0,0,0
FBgn0085345,31,31,18,19
FBgn0085346,0,0,0,0
FBgn0085349,0,0,0,0
FBgn0085350,0,1,1,0
FBgn0085351,0,0,0,0
FBgn0085352,31,57,34,36
FBgn0085353,2,0,1,0
FBgn0085354,344,403,645,732
FBgn0085356,1,0,0,0
FBgn0085357,3,0,0,1
FBgn0085358,0,0,0,0
FBgn0085359,9,10,38,47
FBgn0085360,10,1,2,3
FBgn0085361,0,2,0,1
FBgn0085362,13286,9295,30562,24815
FBgn0085366,0,0,0,0
FBgn0085367,0,0,0,0
FBgn0085369,0,0,0,1
FBgn0085370,3151,3328,9818,10153
FBgn0085371,0,0,0,0
FBgn0085374,0,2,0,1
FBgn0085376,481,652,994,1103
FBgn0085377,1998,2340,2533,2306
FBgn0085380,2,0,1,2
FBgn0085382,9,16,14,19
FBgn0085383,1,0,3,4
FBgn0085384,24,35,41,51
FBgn0085385,2,2,2,7
FBgn0085386,4,2,9,24
FBgn0085387,17,26,49,43
FBgn0085390,47,26,53,50
FBgn0085391,1,0,1,1
FBgn0085395,43,68,1,0
FBgn0085396,0,0,0,0
FBgn0085397,61,152,91,185
FBgn0085398,0,0,0,0
FBgn0085399,2,2,12,37
FBgn0085400,444,645,887,968
FBgn0085404,0,3,4,4
FBgn0085405,614,631,951,954
FBgn0085408,987,951,1571,1800
FBgn0085409,25,36,405,331
FBgn0085410,134,87,178,142
FBgn0085411,3,4,3,2
FBgn0085412,456,615,1241,1542
FBgn0085413,27,62,4,4
FBgn0085414,1,0,0,0
FBgn0085415,0,2,0,0
FBgn0085417,2,3,7,4
FBgn0085419,2,2,2,1
FBgn0085420,0,0,0,0
FBgn0085421,793,512,1255,1138
FBgn0085422,0,0,0,0
FBgn0085423,7096,7743,9570,9735
FBgn0085424,39,48,22,67
FBgn0085425,28,31,46,64
FBgn0085426,10,25,46,42
FBgn0085427,118,195,157,272
FBgn0085428,4411,3808,4917,5009
FBgn0085430,8420,7433,11425,11909
FBgn0085431,1,2,6,4
FBgn0085432,2194,3079,2792,3131
FBgn0085433,1038,977,1050,1080
FBgn0085434,531,560,553,823
FBgn0085436,35620,43429,46252,48753
FBgn0085437,5063,4196,6704,6533
FBgn0085438,28,34,33,31
FBgn0085440,12,11,32,22
FBgn0085442,9401,9942,12313,12132
FBgn0085443,3433,3011,9646,9392
FBgn0085444,6817,7828,7645,7257
FBgn0085446,5813,7685,7653,9218
FBgn0085447,0,0,0,0
FBgn0085450,1123,1052,1156,1204
FBgn0085451,2817,1827,4908,5169
FBgn0085452,3,7,17,15
FBgn0085453,357,181,861,801
FBgn0085454,1,0,0,0
FBgn0085455,0,1,0,0
FBgn0085456,0,0,0,0
FBgn0085457,0,0,0,0
FBgn0085458,0,0,0,0
FBgn0085459,0,0,2,0
FBgn0085460,0,0,0,0
FBgn0085461,0,0,0,0
FBgn0085462,0,0,0,0
FBgn0085464,0,0,0,0
FBgn0085465,0,0,0,0
FBgn0085466,0,2,0,0
FBgn0085468,2717,2812,4311,2918
FBgn0085470,0,0,0,0
FBgn0085471,0,1,1,3
FBgn0085472,0,1,0,0
FBgn0085473,0,0,1,1
FBgn0085474,60,64,48,35
FBgn0085475,16,8,36,33
FBgn0085476,0,0,0,0
FBgn0085477,0,0,0,0
FBgn0085478,4389,4232,6091,5952
FBgn0085479,1,7,13,8
FBgn0085480,3,0,0,1
FBgn0085481,0,0,0,0
FBgn0085482,0,0,4,5
FBgn0085483,2,2,7,1
FBgn0085484,3507,4251,4601,4090
FBgn0085485,0,0,3,0
FBgn0085486,2,1,1,4
FBgn0085487,0,0,0,0
FBgn0085488,1,1,1,0
FBgn0085489,0,3,0,0
FBgn0085491,0,0,0,0
FBgn0085494,0,0,0,0
FBgn0085500,0,0,0,0
FBgn0085505,0,0,0,0
FBgn0085506,0,0,0,0
FBgn0085511,0,0,0,0
FBgn0085512,0,0,0,0
FBgn0085520,0,0,1,0
FBgn0085521,0,0,0,0
FBgn0085523,0,0,0,0
FBgn0085540,0,0,0,0
FBgn0085732,140,212,646,689
FBgn0085570,0,0,0,0
FBgn0085786,295,352,316,241
FBgn0085569,0,0,0,0
FBgn0085638,1254,2227,5164,4512
FBgn0085582,4,8,34,42
FBgn0085664,0,0,0,0
FBgn0085810,0,0,0,0
FBgn0085736,100,123,60,40
FBgn0085612,2,1,3,6
FBgn0085599,1,1,43,32
FBgn0085812,0,0,0,0
FBgn0085644,2,1,0,1
FBgn0085819,1,0,0,0
FBgn0085693,0,0,0,0
FBgn0085771,0,1,0,10
FBgn0085802,0,0,0,0
FBgn0085753,41,46,41,503
FBgn0085673,0,0,0,0
FBgn0085804,0,0,0,0
FBgn0085692,0,0,0,0
FBgn0085734,80,57,73,76
FBgn0085784,10,7,15,22
FBgn0085765,0,0,0,0
FBgn0085813,29,21,9,201
FBgn0085789,81,87,111,113
FBgn0085788,0,0,0,0
FBgn0085792,0,0,1,1
FBgn0085791,0,0,0,0
FBgn0085790,0,0,0,0
FBgn0085831,25,0,0,2
FBgn0086021,1,0,1,1
FBgn0086022,0,0,0,0
FBgn0086023,1,0,0,1
FBgn0086024,0,1,0,0
FBgn0086025,0,0,0,0
FBgn0086026,0,0,0,0
FBgn0086027,77,128,9,2
FBgn0086028,14,9,39,29
FBgn0086029,0,0,0,0
FBgn0086030,0,0,0,0
FBgn0086031,2,5,0,3
FBgn0086032,0,1,0,0
FBgn0086033,0,0,0,0
FBgn0086034,0,0,0,0
FBgn0086035,0,0,0,0
FBgn0086036,0,0,1,0
FBgn0086037,0,0,0,0
FBgn0086038,0,0,0,3
FBgn0086039,25,66,60,101
FBgn0086040,0,0,0,1
FBgn0086041,2,3,8,13
FBgn0086042,5,0,8,8
FBgn0086043,0,0,0,0
FBgn0086044,0,3,3,3
FBgn0086045,0,0,0,0
FBgn0086046,0,0,0,0
FBgn0086047,1,1,0,0
FBgn0086048,3,11,52,25
FBgn0086049,0,1,3,4
FBgn0086051,0,0,0,0
FBgn0086052,0,0,0,0
FBgn0086053,0,2,0,2
FBgn0086054,2,3,1,1
FBgn0086055,9,14,24,28
FBgn0086056,0,0,0,0
FBgn0086057,18,24,37,30
FBgn0086058,0,0,0,0
FBgn0086059,0,0,0,0
FBgn0086060,0,0,0,0
FBgn0086061,9,29,60,38
FBgn0086062,10,3,13,22
FBgn0086063,11,10,19,17
FBgn0086064,10,4,27,22
FBgn0086065,9,10,22,25
FBgn0086066,0,0,0,0
FBgn0086067,19,29,22,30
FBgn0086068,41,39,80,98
FBgn0086069,16,32,31,47
FBgn0086070,1,2,6,7
FBgn0086071,0,0,1,1
FBgn0086072,1,3,1,1
FBgn0086073,0,0,0,0
FBgn0086074,1,0,0,0
FBgn0086075,18,23,93,95
FBgn0086076,0,0,0,0
FBgn0086077,0,0,0,0
FBgn0086078,13,42,26,24
FBgn0086079,18,7,37,26
FBgn0086080,0,0,0,0
FBgn0086081,0,0,0,0
FBgn0086082,6,7,56,64
FBgn0086129,8437,10250,10410,10248
FBgn0086130,3118,3046,3847,3710
FBgn0086134,13891,14446,25756,23285
FBgn0086200,4,2,0,0
FBgn0086251,14241,19630,17332,16595
FBgn0086253,2912,2857,3792,3421
FBgn0086254,38895,49017,42722,38893
FBgn0086265,3685,2451,11095,9907
FBgn0086266,1938,1258,9257,8430
FBgn0086346,9224,8358,13749,13622
FBgn0086347,5854,6356,7239,7037
FBgn0086348,2,5,17,5
FBgn0086350,6944,9805,10915,10092
FBgn0086355,13462,8538,45641,39215
FBgn0086356,10583,10627,14972,14008
FBgn0086357,27036,26636,61409,57410
FBgn0086358,8253,7896,10723,10194
FBgn0086359,5122,5132,5004,5148
FBgn0086361,13720,17551,24819,25117
FBgn0086362,4463,5044,4865,4469
FBgn0086365,235,204,731,807
FBgn0086367,41,33,64,79
FBgn0086368,27,17,21,14
FBgn0086370,5232,5636,7913,7024
FBgn0086371,4349,5351,6521,6147
FBgn0086372,13580,16365,17932,18076
FBgn0086378,4138,6862,13761,11289
FBgn0086384,5904,5004,7559,6945
FBgn0086408,997,1006,1751,2444
FBgn0086442,9550,9011,12309,11793
FBgn0086443,17251,14959,24885,23128
FBgn0086444,1859,2054,2481,2316
FBgn0086445,2242,2613,2802,2580
FBgn0086446,1023,957,2350,1891
FBgn0086447,834,979,1748,1545
FBgn0086448,963,1630,2167,1857
FBgn0086450,84,54,235,237
FBgn0086451,13149,16133,18215,19073
FBgn0086472,79539,79856,137139,115373
FBgn0086519,3,2,5,3
FBgn0086532,4329,4545,7583,6981
FBgn0086533,11,31,33,48
FBgn0086558,29213,34760,35742,29603
FBgn0086600,10,17,2,8
FBgn0086601,8,12,40,47
FBgn0086602,23,16,49,37
FBgn0086603,88,132,165,175
FBgn0086604,34,33,76,66
FBgn0086605,4281,4903,5237,4558
FBgn0086608,338,525,453,604
FBgn0086610,0,0,0,0
FBgn0086611,0,0,0,0
FBgn0086613,5120,6187,6573,6768
FBgn0086655,4172,4113,5290,5080
FBgn0086656,6990,9067,9675,9272
FBgn0086657,4505,5613,5499,5359
FBgn0086658,2,6,0,3
FBgn0086659,17,22,6,12
FBgn0086660,10,3,12,7
FBgn0086661,12,3,25,26
FBgn0086662,31,39,29,27
FBgn0086663,13,11,66,84
FBgn0086664,18,14,41,45
FBgn0086665,15,22,40,39
FBgn0086666,73,137,108,108
FBgn0086667,4,8,3,24
FBgn0086668,20,14,28,24
FBgn0086669,11,14,1,8
FBgn0086670,10,10,5,10
FBgn0086671,16,25,34,36
FBgn0086672,20,41,64,75
FBgn0086673,0,0,0,0
FBgn0086674,1674,2316,2455,2307
FBgn0086675,6,9,2,9
FBgn0086676,7333,7489,9957,10442
FBgn0086677,0,1,0,0
FBgn0086679,3747,3765,3804,3774
FBgn0086680,7,8,9,19
FBgn0086681,52,82,63,66
FBgn0086683,6574,9064,10178,9370
FBgn0085407,30,57,49,54
FBgn0086686,8747,9167,11118,11420
FBgn0086687,37592,40911,60152,59262
FBgn0086690,4042,4743,5642,5700
FBgn0086691,4489,5510,8003,6369
FBgn0086693,14,9,13,7
FBgn0086694,10392,10571,11951,11342
FBgn0086695,4509,3101,6493,5825
FBgn0086698,2085,1803,1770,1605
FBgn0086704,55,45,161,173
FBgn0086706,24843,26018,35508,34371
FBgn0086707,11673,14884,16445,15637
FBgn0086708,364,387,485,535
FBgn0086710,43311,39026,102686,79931
FBgn0086711,6641,7246,9429,8947
FBgn0086712,3224,2782,5055,4621
FBgn0086757,2965,3522,3305,3015
FBgn0086758,25,26,135,109
FBgn0086768,2058,1559,4030,3644
FBgn0086778,1,1,3,4
FBgn0086779,8934,12234,13550,12462
FBgn0086782,0,0,0,0
FBgn0086784,4458,4100,5541,5339
FBgn0086785,1477,1449,2369,2054
FBgn0086855,9770,11200,9962,9466
FBgn0086856,3538,4777,6222,5561
FBgn0086895,6864,8829,6879,6678
FBgn0086898,2122,2508,1336,1221
FBgn0086900,0,0,0,0
FBgn0086901,946,1119,1315,1457
FBgn0086904,42257,38456,104157,96711
FBgn0086906,307,418,765,996
FBgn0086907,3,5,6,10
FBgn0086908,6549,6716,8206,8131
FBgn0086909,1084,1288,2699,2767
FBgn0086912,11405,13631,16738,14970
FBgn0086913,1,0,1,0
FBgn0086915,4,3,6,4
FBgn0086916,0,0,0,1
FBgn0086917,3,4,8,2
FBgn0087002,163,296,2097,2421
FBgn0087005,1,9,0,7
FBgn0087007,2054,2168,4107,4096
FBgn0087008,18687,16136,21173,21037
FBgn0087011,13,43,236,252
FBgn0087012,11,17,12,15
FBgn0087013,50112,48706,70804,72134
FBgn0087021,2623,3620,5062,4162
FBgn0087035,13724,15396,20909,21391
FBgn0087039,2461,3448,662,683
FBgn0087040,49705,46914,75151,67353
FBgn0087041,0,0,0,0
FBgn0243486,18,25,22,23
FBgn0243511,6344,6010,8342,8141
FBgn0243512,5640,6012,4768,5010
FBgn0243513,1400,1857,1663,1339
FBgn0243514,2,3,7,5
FBgn0243516,4417,4117,5859,5859
FBgn0243586,0,0,0,0
FBgn0250731,0,0,0,0
FBgn0250732,6547,7358,6881,6808
FBgn0250746,12159,9843,23264,20892
FBgn0250753,83175,115896,118555,117110
FBgn0250754,11516,13574,18442,18562
FBgn0250755,1001,1122,1412,1452
FBgn0250757,1,1,1,0
FBgn0250785,6314,5359,6888,6296
FBgn0250786,15892,15072,18219,17756
FBgn0250788,5147,4162,9392,10403
FBgn0250789,8924,6967,13985,14804
FBgn0250791,7501,8910,12704,12145
FBgn0250814,5949,3124,28395,24734
FBgn0250815,0,0,0,0
FBgn0250816,13168,20649,31373,29941
FBgn0250817,0,0,0,0
FBgn0250819,93,152,241,294
FBgn0250820,4956,4925,7342,6141
FBgn0250821,3,8,0,0
FBgn0250822,1,1,10,8
FBgn0250823,20914,27365,24065,24723
FBgn0250824,24,28,21,2
FBgn0250825,0,1,0,0
FBgn0250826,0,0,0,0
FBgn0250827,1,0,0,0
FBgn0250830,6317,9137,9175,9114
FBgn0250831,0,0,0,0
FBgn0250832,0,0,0,0
FBgn0250833,1,0,1,0
FBgn0250834,0,4,0,0
FBgn0250835,99,108,95,132
FBgn0250836,0,1,3,2
FBgn0250837,13434,10172,33761,27168
FBgn0250838,8483,9109,14963,12697
FBgn0250839,2,8,3,4
FBgn0250841,0,0,0,0
FBgn0250842,0,0,0,1
FBgn0250843,15417,13517,31504,29145
FBgn0250844,2,0,0,0
FBgn0250845,1,1,0,0
